nim,name,major,student_pddikti_status,student_status_mesin,student_blockchain_status,diploma_number,nina,token_id,tx_hash,pdf_cid,metadata_cid,diploma_blockchain_status,pddikti_record_status,pddikti_eligibility,pisn_nina_status,sivil_status
20210062,Jaga Mansur,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0062,040410582605061,1062,0xc6280c9b9248eba6120f9cde902e9950b2210f6d3e9b763d7380fb57357fb0c9,bafybeigcrsmbjuniwtfqmwnadlj3lxb2ilhgzshq2v6ixrs7ry2np5m4di,bafkreiasg3wma7cnkoiebczknkktdtd6liewrjrz5as5izmix2nmjnwaqq,verified,lulus,eligible,aktif,aktif
20210063,Yance Pudjiastuti,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0063,040410582605062,1063,0xc6280c9b9248eba6120f9cde902e9950b2210f6d3e9b763d7380fb57357fb0c9,bafybeibwybhqntst5qqyt2ertgq3xc5cyt37jesd4ernu72z75w3y3ireq,bafkreienlk4lmjwg2nydmqojs7ge62yttiezg3rdhedxe6x6bo7qrurn3u,verified,lulus,eligible,aktif,aktif
20210064,Vivi Nurdiyanti,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0064,040410582605063,1064,0xc6280c9b9248eba6120f9cde902e9950b2210f6d3e9b763d7380fb57357fb0c9,bafybeiauss7wuuzid2zxfz7bmr4qapdsaogqpcb5tbenadw7zgzhthzzai,bafkreig2yj2r7vjkizt6td2tqa6ylq6ijwkcqepvctwxskgjv2gfwkosn4,verified,lulus,eligible,aktif,aktif
20210065,Empluk Sitorus,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0065,040410582605064,1065,0xc6280c9b9248eba6120f9cde902e9950b2210f6d3e9b763d7380fb57357fb0c9,bafybeic3cff3xvvinaeef2xldocr43v62xwppkgywgmlow6udqgnypytya,bafkreic4jy3lc4hi5zyangadynplu7ai6tjzalnf5f54x2jnnf3iv3hp3e,verified,lulus,eligible,aktif,aktif
20210066,Nrima Prabowo,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0066,040410582605065,1066,0x1f92569cc913af1838b9b640ea252c8442a354169445c023d9e1764e4f4da1f6,bafybeicfjew75x4lai6mxnrr3g7dwpvlpq7lmc4yhi67cmget4ac5wnofy,bafkreie2vqqfgia5clcjvpttdc4hcreharete6ebglygzlp6g75n3eb2yy,verified,lulus,eligible,aktif,aktif
20210067,Rafi Andriani,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0067,040410582605066,1067,0x1f92569cc913af1838b9b640ea252c8442a354169445c023d9e1764e4f4da1f6,bafybeibvlhbpvtrcnk6os2gx6wgfdvl3xvusfe2umgtdwnp4n6jjndhakq,bafkreiaxgpotdruzcjoau3gezyuwxyt7yp6caecsqmj7cocl6e3nrwlpse,verified,lulus,eligible,aktif,aktif
20210068,Natalia Ardianto,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0068,040410582605067,1068,0x1f92569cc913af1838b9b640ea252c8442a354169445c023d9e1764e4f4da1f6,bafybeieoyikmeanzkksra5j5ohzbqmdbnvty3q2r5miymdjyesaf2hh7gq,bafkreica6soqlhlsqw7tingefpftm42knwtbiok27uep4mlsglr5xwswza,verified,lulus,eligible,aktif,aktif
20210069,Jinawi Prasetya,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0069,040410582605068,1069,0x1f92569cc913af1838b9b640ea252c8442a354169445c023d9e1764e4f4da1f6,bafybeicraqhtdkkqnqylaue47f4vgjctxdkhbdyz4tdol2q3ae6ser6fpy,bafkreiauubothmwskiem6vlshvgz6pr7dzxrtgodtl2kaaobjadjs26hzm,verified,lulus,eligible,aktif,aktif
20210070,Tari Marbun,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0070,040410582605069,1070,0x1f92569cc913af1838b9b640ea252c8442a354169445c023d9e1764e4f4da1f6,bafybeih6uys2bcg4ekqxsfct26mgtcwdo34pp7eorpvopytibugw5vpclu,bafkreig6btdhnkredyuv367itxbtjgy3yyszwd4cailam4kp45xcl4x74e,verified,lulus,eligible,aktif,aktif
20210071,Bakda Yuniar,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0071,040410582605070,1071,0x1f92569cc913af1838b9b640ea252c8442a354169445c023d9e1764e4f4da1f6,bafybeie5q42x2nb3yeg6emchzikmambhbx4gk2dd3b6fuphoehk46wqrg4,bafkreidcdm3tcqtw2kmtvge4fp3o35jvziq3cy36c7inpyac5qnmwze2ey,verified,lulus,eligible,aktif,aktif
20210072,Gabriella Hasanah,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0072,040410582605071,1072,0x1f92569cc913af1838b9b640ea252c8442a354169445c023d9e1764e4f4da1f6,bafybeia5s52gjxy6rjdqr764nlj3dgpnvc336xh5jmgpoyxhopfgprzliq,bafkreighl4ozp2dsvyjopwuk7p3hs3rdrnqru4whvoxexwkkxfjsq5as64,verified,lulus,eligible,aktif,aktif
20210073,Zahra Hutapea,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0073,040410582605072,1073,0x1f92569cc913af1838b9b640ea252c8442a354169445c023d9e1764e4f4da1f6,bafybeicqhbrpunonpge4yvo7xyw3tsp34kahhm46j2nxhcyz65lbyzk4wm,bafkreialupcydu43kums7kqrpafxxqzfi4txrmnp3ir5fec6z3kdl3vhpa,verified,lulus,eligible,aktif,aktif
20210074,Purwadi Yulianti,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0074,040410582605073,1074,0x1f92569cc913af1838b9b640ea252c8442a354169445c023d9e1764e4f4da1f6,bafybeigetjefgcsnn2ulroxddhvew4djogxyqu46xopfhwrea4zobch74q,bafkreihdwlb55ecmbj6x5v5zt42lrwob7hbixyjt6cnsfhmwhnz2krfyce,verified,lulus,eligible,aktif,aktif
20210075,Digdaya Mahendra,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0075,040410582605074,1075,0x1f92569cc913af1838b9b640ea252c8442a354169445c023d9e1764e4f4da1f6,bafybeifjh3vnowv5ahfyr5drzb6s6l6o5zu22p2umhi4zyjk2uhtwqclby,bafkreibg4o47t6awkrtial7vlmns3h2qsyvle6orloi4sv6gdbdfvc3yd4,verified,lulus,eligible,aktif,aktif
20210076,Eli Sudiati,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0076,040410582605075,1076,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeidopqubmy5vrwnbtddkuxp4rxgoswweeptojt3pcuvwh3k7s36tnm,bafkreib4n2ilxs54ikyljmypvrhxrucrsok7jz2ls5ww5vo363zgk3pnu4,verified,lulus,eligible,aktif,aktif
20210077,Wisnu Saragih,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0077,040410582605076,1077,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeicpkf23h2p7fzuyfcusfvpyysnjplzqqvpqnuqplveeuqvhp3kkle,bafkreid2jj2hxpeb65iyct3j6nqphmlcpnqdjrdphpgxfnch4jljq52aem,verified,lulus,eligible,aktif,aktif
20210078,Lega Utami,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0078,040410582605077,1078,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeihmxfor7j7bysa4gba4nlfuck4u6h5grcjgfcvxonzdjelqkybrti,bafkreihgjmzuvcctuh7djcycm5tcs7hvy2tw3knfxrk45t4rkrnnm7lr24,verified,lulus,eligible,aktif,aktif
20210079,Patricia Aryani,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0079,040410582605078,1079,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeifcr7m6fj43zvkshpxoxzhzvwdwk7vdr54bolshdecik45kk4lxvm,bafkreigun23tyub2wn64lkyglyok6q256akozhfeyidgumbklgxk4iazge,verified,lulus,eligible,aktif,aktif
20210080,Cici Astuti,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0080,040410582605079,1080,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeiecqph3ks44zxfypc2mbgd5l7pufu2soscnb55x3jaq4cgmrvso5a,bafkreidg5bzwiu5zt63nudi2nzrmehjfj5a4jwrdtoruslw5zaeq2wuo24,verified,lulus,eligible,aktif,aktif
20210081,Raisa Nasyiah,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0081,040410582605080,1081,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeiasxutliucjtscnd4ljonflwbimabhs7phomlntzbco2xzlot5qhe,bafkreiasucu7aifztxzpzh5hgrjfp7iu4cimiboxzfk2h2oog6htyyza3i,verified,lulus,eligible,aktif,aktif
20210082,Estiawan Hartati,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0082,040410582605081,1082,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeif3764irdhfyw4zolyazbeacismde57ecbx775kairxvcu2pxavu4,bafkreicyk3fwybmhuswusbcby4lmb3zjlnmkaryamgix354oldcdursl5y,verified,lulus,eligible,aktif,aktif
20210083,Zizi Simbolon,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0083,040410582605082,1083,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeig6ldljvu3ci7peg6hlggetj4dgticxkcvj2rribbs32j7nc7tew4,bafkreiac2slqyaksy5kjql3cnosiyuitzkzya542crdgylvkhwbmiotaia,verified,lulus,eligible,aktif,aktif
20210084,Puti Anggriawan,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0084,040410582605083,1084,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeig3pfmisi7k4ukol5xcmkfcgw6hwtkjndj6dne6mwm3xusce2ceri,bafkreiabkohmpkvqvzev5gywjyc5pqdoju5tppqwtcyo2vhpzbmehah3uu,verified,lulus,eligible,aktif,aktif
20210085,Muhammad Kusmawati,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0085,040410582605084,1085,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeibhx7v665zqbsdbpqful3rutqbanvyajrzkcn77bp4qydlw26bxzq,bafkreibn2qt3zh32yhqrkil3r7jodk4vfrw6ajtesiauafnbmece6iyd3q,verified,lulus,eligible,aktif,aktif
20210086,Talia Prasasta,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0086,040410582605085,1086,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeieisskic45flcqedkfcoyukrzmomcxuib3xrnoancqpyt25bsnzza,bafkreibnpft24kppix7fwkgle6sa2tovj6sdoazp5u6oefb2njwh7xby4e,verified,lulus,eligible,aktif,aktif
20210087,Kamila Hasanah,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0087,040410582605086,1087,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeia4cnhqwjx5m45niytelmstcmxvojsolxylbcfwrcgutrtuogqjba,bafkreickde74wwy4tywiecp3hympdqjmbkfdpzcoqdpvrybmsw2qbokkzy,verified,lulus,eligible,aktif,aktif
20210088,Dadi Pratama,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0088,040410582605087,1088,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeihyrwxyqli7dalb3ywfg7bwwlrz5gviqnzo3vg62bddtggrvcmuqe,bafkreififtu5bacb65eiorbgliv2qyd3l4rwdvtvputibfovbipixzedja,verified,lulus,eligible,aktif,aktif
20210089,Ghaliyati Tarihoran,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0089,040410582605088,1089,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeialnegoe2iqr4ex37bgoptywsmzj5szrdyi762kllpsm6kx57e3vm,bafkreibgqmcgashtap5t3qndghpf3kaupepdtzzgj4vpocbgdeq4hzrwqe,verified,lulus,eligible,aktif,aktif
20210090,Kadir Siregar,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0090,040410582605089,1090,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeiffuj7kstblu3bfxhp7t74y36gpiwoedsq6f2olw6woeopusoumwm,bafkreihas2vmdx7wuggkqlrako6hklxarrbjahekdely3c4dncncyxklji,verified,lulus,eligible,aktif,aktif
20210091,Nadine Kuswandari,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0091,040410582605090,1091,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeihxtjj5f33uwao3ws3kvwzzrppvz3ygf3ondpt2czj4v2n7dkoklm,bafkreigcgt6veq6bco6qlqa4sp2uzxsoqzss6fuxqszax4ckqvuisqdl3e,verified,lulus,eligible,aktif,aktif
20210092,Himawan Lestari,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0092,040410582605091,1092,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeidu6e2s2rzsc5ss3ns6ybqy35t453xwnpsluugphkrji7vrlaecle,bafkreiekmmzluonx5ycpnd5ptnh6mdvg35l3idyadbl6koxjubhb6nvg3i,verified,lulus,eligible,aktif,aktif
20210093,Chelsea Prayoga,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0093,040410582605092,1093,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeiftel6kk4dmgod766nfnrjsrwsmuxagqhv7x2kvwdzckkognddmue,bafkreibxcokz3yk5uengf66wtmv6d5cqbhyc75zxarz6jrczjlly42anoq,verified,lulus,eligible,aktif,aktif
20210094,Maimunah Salahudin,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0094,040410582605093,1094,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeih35gd2mzlrmuevdgoqqvkqdxqhigdglu5tbdtombphxfh72pt664,bafkreibeoqu5gvygzoc6qwfic7inv6utfwliant2fnpc7mkopzj4r5536m,verified,lulus,eligible,aktif,aktif
20210095,Warta Pranowo,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0095,040410582605094,1095,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeigq4jvllgz4kglwef2tvluejwsrz6datf2vhg4ybxkwsqnybczxnq,bafkreigy2pqxpbywfn3bbdzbct3fo3eqbcmztog43szpav2cttzc4y3ety,verified,lulus,eligible,aktif,aktif
20210096,Candrakanta Adriansyah,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0096,040410582605095,1096,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeifbku2pohjntfqaudblgg54mgxoxyywwaolbkt6ue2h3ycpoz4cmi,bafkreibmbzda5obsnvisrkbnkqm47inkm3hw2yy7agqkmkrj7r456sof4i,verified,lulus,eligible,aktif,aktif
20210097,Tiara Suryono,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0097,040410582605096,1097,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeihgbzgpsjvwaodifb6ysol5h3onbmxogfm3s4pe264iqptgzt35zq,bafkreictbkjgzsyr3s6rmmcduywn4hepizdu55ci4ztqlpoxwwoi5zhhiq,verified,lulus,eligible,aktif,aktif
20210098,Irwan Latupono,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0098,040410582605097,1098,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeihbswpxjmxg6uaigzxosf2vv25jyrjltitj6bo6xwmhfnlvk2kohu,bafkreie2qlqizd3k3pspngyrdamnxigi4nfzzxoc3ovyqbegfqrs4ht5aq,verified,lulus,eligible,aktif,aktif
20210099,Prima Samosir,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0099,040410582605098,1099,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeibecxgpys23bryhah7e7tj7t6up25ebevsal5wchy5lo3vl7pa3ti,bafkreiduzznortynit55elpjuzretcjktg3w565n2mubjmtvj4jjjr2d5e,verified,lulus,eligible,aktif,aktif
20210100,Tira Waskita,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0100,040410582605099,1100,0x07f8d840c1b4df0a84a7322ea0fbea302e82f46ce436a00ce5d6ad6f00f05ab9,bafybeidghcy6hnrd2afe3lhysfkiprvrlntldztfpj6eugb46zukwn2ucy,bafkreiak3ekqf72mv2q7zdx4exz6uwtxqjh5hqndrtdtiwzdichyvrhzuu,verified,lulus,eligible,aktif,aktif
20210101,Tirtayasa Astuti,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0101,040410582605100,1101,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeiboopqor5b6jb6k2hqgk3u6fllcxpm7mro6huccdzmanxzdu2klci,bafkreiekzjvgagpdeirkaqdpooriqazblfc7ooahjezvj57iognvp33wsu,verified,lulus,eligible,aktif,aktif
20210102,Prakosa Wulandari,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0102,040410582605101,1102,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeib34fx5ckd634o33d6i6z4pfezjwayqj3ugpa2i5zw3vuectezji4,bafkreig5fmy4523y4pqekznrgkz4hbibtmymnbaau7zkgbpc5obx6an7qa,verified,lulus,eligible,aktif,aktif
20210103,Indah Najmudin,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0103,040410582605102,1103,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeif4gqulnoea2ys7dxngkt5p5iketfuyulkp2bnrlyboem5mbvurq4,bafkreicd4kn44nlucavfhkgrlpfhoasslnjh3kube52cuahyqh6pnttv3u,verified,lulus,eligible,aktif,aktif
20210104,Juli Sinaga,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0104,040410582605103,1104,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeidizq7f3kkfgxa7cwykx66fvcrfmrszlybxz46e4hzicweedtolji,bafkreihp5vpj6fj3mryc6urah5leapogch5bwrm7t2ubcy3acu7nwa6zlu,verified,lulus,eligible,aktif,aktif
20210105,Salimah Wacana,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0105,040410582605104,1105,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeihmu5bv73al57zyqopnx3fkyeijsvpbg7bhzrmo2tsvj6s5rhlfs4,bafkreicnzseqefso7pplgncar3p3734sadvtevv3n74ugra6murnq3fqvu,verified,lulus,eligible,aktif,aktif
20210106,Calista Waskita,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0106,040410582605105,1106,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeihmhmh4nkzyobntxmwnrvc2knfefjxf4somwwveqo53cc5nza6hpa,bafkreiajr52vieaj5w2ruz3sbnxmjzvdudbnufepw46njikvhueo3hdcfi,verified,lulus,eligible,aktif,aktif
20210107,Karja Tarihoran,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0107,040410582605106,1107,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeibgum5u476i66y6bnr54tymkcusqdd2cassgvslko7gyicslnwpu4,bafkreibhyigkerleoq2ijo7adlpvushbrhcdazfli4lvalrzgpq3ydadjy,verified,lulus,eligible,aktif,aktif
20210108,Wira Suwarno,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0108,040410582605107,1108,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeidgjlxfivygz7iic6siffma7it26mfaqhl4r5pnl2imuc3ejwayei,bafkreiban5y6g6my4wd7y7ldqsfr2dpcspmfkbruftqavzmzyt72vuoqsu,verified,lulus,eligible,aktif,aktif
20210109,Nyana Manullang,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0109,040410582605108,1109,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeieaaq7f6ghay2rvz66ickxmjmnsydqigoikhmlq46vputxwroazyi,bafkreigaoacjvwol253i2vh2hhxsdifph333vrs7ljvffuijz6j4k7yhcu,verified,lulus,eligible,aktif,aktif
20210110,Devi Yuliarti,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0110,040410582605109,1110,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeifoxmcsztspguyic2in2ksohxu4lgrqrdtchvca4455tey4iiq5w4,bafkreih62ed7rsgxekysfsuy7xh3n4epyxdij3jaabcl2fu2fldkswrvyi,verified,lulus,eligible,aktif,aktif
20210111,Lidya Laksmiwati,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0111,040410582605110,1111,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeigjq7c55cmr5qtwwxrzygemrmtx7lf7c4ugxsyuo7b6csqabajb6e,bafkreihujbs2h4ukkujixui7z3fm6fh3kmfjal5pzb7q4dbfcxkrn4urze,verified,lulus,eligible,aktif,aktif
20210112,Saka Hidayat,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0112,040410582605111,1112,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeie4wapmwizllglizqweukprp724aycyhfsvjji2b6k5rdqfxmddhm,bafkreifknerlwenvrnsshtadq3wujgs44mcxjrnpw4vyxz5kevzjmiz5zu,verified,lulus,eligible,aktif,aktif
20210113,Eko Salahudin,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0113,040410582605112,1113,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeie35r6xnv3fbvd4f653oqfpctwf4f3fjbbbyqmikrdscvndlkpcl4,bafkreifac4kivhrpztmddnihaeng2n3nujc7u3apndvdzy7znsembb5tay,verified,lulus,eligible,aktif,aktif
20210114,Jelita Sitorus,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0114,040410582605113,1114,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeifjcdgvwt4pxdvlognctvhvijvmjjcyprrmncahzzs6hdx6ko3rwy,bafkreib6kqqmxvorrb2l4iv2bxri2a6iq4ppt35yoh5qkmytzb3lvdn2jq,verified,lulus,eligible,aktif,aktif
20210115,Kenzie Winarno,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0115,040410582605114,1115,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeiefbku4egp4vh6h6qxk4m5ka42pvywnkwcgwpz5imbvupidhlwdgy,bafkreigbag3axdkej6mmbirtkzog6yo253zni3pc5skrniloqetmiieaqq,verified,lulus,eligible,aktif,aktif
20210116,Kiandra Wijayanti,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0116,040410582605115,1116,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeieme3b6oroeuafwody6grrpchwep2axj6se7pzo2l5uunuggy56ze,bafkreidnktmyvdzekbus5a4r7ghawyexwwisalhjpc53n2ssoel5osukdm,verified,lulus,eligible,aktif,aktif
20210117,Cinthia Farida,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0117,040410582605116,1117,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeih7nk6pg2fy2q72slyylpx3epzilzo43diku26c7lznlt52ztj5jy,bafkreig7giyqf4xdet7e2lojvuemljopf7kam2iekds5xve7ie4mfsd5fy,verified,lulus,eligible,aktif,aktif
20210118,Bahuraksa Halimah,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0118,040410582605117,1118,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeihvcwxwu3xizzm67zjctriwdkczpbdb2en6ezrsgu7t5v7dejh7jq,bafkreielrxuvsn7labm3dvxyi6gnqeoqibagrkrto66b5jedm2bhszrxti,verified,lulus,eligible,aktif,aktif
20210119,Zulaikha Wulandari,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0119,040410582605118,1119,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeibvo25zgpkxrycb3jjqtqb5enza5as4pee2zb5ts2ekjy26nz3g64,bafkreiej3n5djzkrq3rvxyxtuhlmmhbiqkhnkuu3umxjtqfhib6vbkfkqq,verified,lulus,eligible,aktif,aktif
20210120,Daryani Usamah,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0120,040410582605119,1120,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeib2mcir57vty5lxtfdm6dcasxz2ygm53lr7dz3jhadapxbrm4gqfq,bafkreicazmd7gufqwvz3bd33oy6tsq22ddqk27wthdjrndhjeylgk34eau,verified,lulus,eligible,aktif,aktif
20210121,Ibun Marbun,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0121,040410582605120,1121,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeiailiiymouylj5ypnuppi767zwuuzhf5lfmy7cc5mjhvtkg4sq7oe,bafkreihlln4llfy5hie4nc77maxlh57olzn425at3aytxrlhtymhemt2ui,verified,lulus,eligible,aktif,aktif
20210122,Kasiyah Astuti,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0122,040410582605121,1122,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeig2nt5kbqbj2gtmya62h3dbggpbq4w7n66haqiuuoh23xgpl7jrxi,bafkreiexqpoolg244ajgb7hijrqovtosg77sg2qgyiefttolstskyku57i,verified,lulus,eligible,aktif,aktif
20210123,Lurhur Wibowo,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0123,040410582605122,1123,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeicdqjvbqbma44oat35ioj6qxaltimxkh577ai3kmjwnk6y26jinza,bafkreibsmjdoyu3trzgtdiznoavn26m3wcjcmrh5pvlrnic4jba3ekqhcm,verified,lulus,eligible,aktif,aktif
