source_run,analysis_role,run_id,scenario_id,domain,kelompok,timestamp_start,timestamp_end,latency_ms,status,expected,actual,http_status,error_message,nim,nina,student_name,reservation_id,cid,file_size_bytes,tx_hash,block_number,block_timestamp,token_id,gas_limit,gas_used,revert_reason,registry_status,blockchain_status,sia_status,mock_pisn_status,final_verification,verification_mode,notes
fullflow_primary_r2,first_pass,72,F05,kriptografi,alur_penuh,2026-08-08T20:57:25.098Z,2026-08-08T20:57:33.698Z,8600,pass,CID diperoleh,bafkreie5mqac7d522fmidanr3s5axeazvztfrpqidi5gmaxfaonm7uupdq,,,20210012,040410582605011,Lala Yuniar,,bafkreie5mqac7d522fmidanr3s5axeazvztfrpqidi5gmaxfaonm7uupdq,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,73,F07,smart_contract,alur_penuh,2026-08-08T20:57:33.699Z,2026-08-08T20:57:36.172Z,2473,pass,token terbit,token 1011,,,20210012,040410582605011,Lala Yuniar,,bafkreie5mqac7d522fmidanr3s5axeazvztfrpqidi5gmaxfaonm7uupdq,,0x445d6bc06354b7e7a17b67d58f4e090ec2e8f77d6151473859df57befc3567bb,,,1011,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,74,F08,verifikasi,alur_penuh,2026-08-08T20:57:36.173Z,2026-08-08T20:57:37.444Z,1271,pass,valid,valid,,,20210012,040410582605011,Lala Yuniar,,bafkreie5mqac7d522fmidanr3s5axeazvztfrpqidi5gmaxfaonm7uupdq,,,,,1011,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605011&nama=Lala%20Yuniar
fullflow_primary_r2,first_pass,75,F01,integrasi,alur_penuh,2026-08-08T20:57:37.463Z,2026-08-08T20:57:37.678Z,215,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210013,,Restu Wacana,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,76,F02,integrasi,alur_penuh,2026-08-08T20:57:37.679Z,2026-08-08T20:57:37.765Z,86,pass,status eligible,eligible,,,20210013,,Restu Wacana,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,77,F03,integrasi,alur_penuh,2026-08-08T20:57:37.766Z,2026-08-08T20:57:37.991Z,225,pass,NINA terbit,040410582605012,,,20210013,040410582605012,Restu Wacana,13,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,78,F04,kriptografi,alur_penuh,2026-08-08T20:57:37.992Z,2026-08-08T20:57:38.789Z,797,pass,PDF terbentuk,PDF terbentuk,,,20210013,040410582605012,Restu Wacana,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-13-1786222658743.pdf
fullflow_primary_r2,first_pass,79,F05,kriptografi,alur_penuh,2026-08-08T20:57:38.790Z,2026-08-08T20:57:46.038Z,7248,pass,CID diperoleh,bafkreie3cvqv7mxv7zojgpixoevm4gxyqneyvgkjn5wxwowdm4ysubocmq,,,20210013,040410582605012,Restu Wacana,,bafkreie3cvqv7mxv7zojgpixoevm4gxyqneyvgkjn5wxwowdm4ysubocmq,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,80,F07,smart_contract,alur_penuh,2026-08-08T20:57:46.039Z,2026-08-08T20:57:48.450Z,2411,pass,token terbit,token 1012,,,20210013,040410582605012,Restu Wacana,,bafkreie3cvqv7mxv7zojgpixoevm4gxyqneyvgkjn5wxwowdm4ysubocmq,,0xfa2e43fc2afc1798a259cb4a85b0a4fca1f5e61682ed14a48874955691645ee0,,,1012,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,81,F08,verifikasi,alur_penuh,2026-08-08T20:57:48.450Z,2026-08-08T20:57:49.966Z,1516,pass,valid,valid,,,20210013,040410582605012,Restu Wacana,,bafkreie3cvqv7mxv7zojgpixoevm4gxyqneyvgkjn5wxwowdm4ysubocmq,,,,,1012,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605012&nama=Restu%20Wacana
fullflow_primary_r2,first_pass,82,F01,integrasi,alur_penuh,2026-08-08T20:57:49.983Z,2026-08-08T20:57:50.083Z,100,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210014,,Candra Utami,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,83,F02,integrasi,alur_penuh,2026-08-08T20:57:50.084Z,2026-08-08T20:57:50.186Z,102,pass,status eligible,eligible,,,20210014,,Candra Utami,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,84,F03,integrasi,alur_penuh,2026-08-08T20:57:50.187Z,2026-08-08T20:57:50.458Z,271,pass,NINA terbit,040410582605013,,,20210014,040410582605013,Candra Utami,14,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,85,F04,kriptografi,alur_penuh,2026-08-08T20:57:50.459Z,2026-08-08T20:57:51.393Z,934,pass,PDF terbentuk,PDF terbentuk,,,20210014,040410582605013,Candra Utami,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-14-1786222671342.pdf
fullflow_primary_r2,first_pass,86,F05,kriptografi,alur_penuh,2026-08-08T20:57:51.394Z,2026-08-08T20:57:59.373Z,7979,pass,CID diperoleh,bafkreias6b3pmeo3eezic7rke4k3oco2orip3slkriavgpmanf5tynqjma,,,20210014,040410582605013,Candra Utami,,bafkreias6b3pmeo3eezic7rke4k3oco2orip3slkriavgpmanf5tynqjma,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,87,F07,smart_contract,alur_penuh,2026-08-08T20:57:59.375Z,2026-08-08T20:58:01.362Z,1987,pass,token terbit,token 1013,,,20210014,040410582605013,Candra Utami,,bafkreias6b3pmeo3eezic7rke4k3oco2orip3slkriavgpmanf5tynqjma,,0x54c97f49096a4ab41b8418cdd91881e47bba753d87474064cdcc0ce7b4c82284,,,1013,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,88,F08,verifikasi,alur_penuh,2026-08-08T20:58:01.363Z,2026-08-08T20:58:02.561Z,1198,pass,valid,valid,,,20210014,040410582605013,Candra Utami,,bafkreias6b3pmeo3eezic7rke4k3oco2orip3slkriavgpmanf5tynqjma,,,,,1013,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605013&nama=Candra%20Utami
fullflow_primary_r2,first_pass,89,F01,integrasi,alur_penuh,2026-08-08T20:58:02.578Z,2026-08-08T20:58:02.683Z,105,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210015,,Paris Ramadan,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,90,F02,integrasi,alur_penuh,2026-08-08T20:58:02.684Z,2026-08-08T20:58:02.771Z,87,pass,status eligible,eligible,,,20210015,,Paris Ramadan,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,91,F03,integrasi,alur_penuh,2026-08-08T20:58:02.773Z,2026-08-08T20:58:02.984Z,211,pass,NINA terbit,040410582605014,,,20210015,040410582605014,Paris Ramadan,15,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,92,F04,kriptografi,alur_penuh,2026-08-08T20:58:03.010Z,2026-08-08T20:58:03.829Z,819,pass,PDF terbentuk,PDF terbentuk,,,20210015,040410582605014,Paris Ramadan,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-15-1786222683763.pdf
fullflow_primary_r2,first_pass,93,F05,kriptografi,alur_penuh,2026-08-08T20:58:03.831Z,2026-08-08T20:58:10.997Z,7166,pass,CID diperoleh,bafkreifl53qpnjy6lh7vc5pxu2otmuzdgpkukth3rtech2c4kjaepkh5za,,,20210015,040410582605014,Paris Ramadan,,bafkreifl53qpnjy6lh7vc5pxu2otmuzdgpkukth3rtech2c4kjaepkh5za,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,94,F07,smart_contract,alur_penuh,2026-08-08T20:58:10.998Z,2026-08-08T20:58:13.175Z,2177,pass,token terbit,token 1014,,,20210015,040410582605014,Paris Ramadan,,bafkreifl53qpnjy6lh7vc5pxu2otmuzdgpkukth3rtech2c4kjaepkh5za,,0x0eec73f35f5f98a0d4ca16007831f9e5d1e83a1c9f7cca43b53f7124b73bf698,,,1014,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,95,F08,verifikasi,alur_penuh,2026-08-08T20:58:13.176Z,2026-08-08T20:58:13.909Z,733,pass,valid,valid,,,20210015,040410582605014,Paris Ramadan,,bafkreifl53qpnjy6lh7vc5pxu2otmuzdgpkukth3rtech2c4kjaepkh5za,,,,,1014,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605014&nama=Paris%20Ramadan
fullflow_primary_r2,first_pass,96,F01,integrasi,alur_penuh,2026-08-08T20:58:13.926Z,2026-08-08T20:58:14.016Z,90,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210016,,Vivi Yuniar,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,97,F02,integrasi,alur_penuh,2026-08-08T20:58:14.018Z,2026-08-08T20:58:14.114Z,96,pass,status eligible,eligible,,,20210016,,Vivi Yuniar,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,98,F03,integrasi,alur_penuh,2026-08-08T20:58:14.116Z,2026-08-08T20:58:14.308Z,192,pass,NINA terbit,040410582605015,,,20210016,040410582605015,Vivi Yuniar,16,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,99,F04,kriptografi,alur_penuh,2026-08-08T20:58:14.310Z,2026-08-08T20:58:15.237Z,927,pass,PDF terbentuk,PDF terbentuk,,,20210016,040410582605015,Vivi Yuniar,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-16-1786222695194.pdf
fullflow_primary_r2,first_pass,100,F05,kriptografi,alur_penuh,2026-08-08T20:58:15.239Z,2026-08-08T20:58:23.510Z,8271,pass,CID diperoleh,bafkreia3feidddy4tdvro35ll7jjyffcjn6hd2motoed5kndwbxhgeixke,,,20210016,040410582605015,Vivi Yuniar,,bafkreia3feidddy4tdvro35ll7jjyffcjn6hd2motoed5kndwbxhgeixke,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,101,F07,smart_contract,alur_penuh,2026-08-08T20:58:23.513Z,2026-08-08T20:58:26.276Z,2763,pass,token terbit,token 1015,,,20210016,040410582605015,Vivi Yuniar,,bafkreia3feidddy4tdvro35ll7jjyffcjn6hd2motoed5kndwbxhgeixke,,0x4c97b8962aff0c6063645f949475f9bb216416a1cbd743868b3feb8489e872dc,,,1015,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,102,F08,verifikasi,alur_penuh,2026-08-08T20:58:26.278Z,2026-08-08T20:58:27.340Z,1062,pass,valid,valid,,,20210016,040410582605015,Vivi Yuniar,,bafkreia3feidddy4tdvro35ll7jjyffcjn6hd2motoed5kndwbxhgeixke,,,,,1015,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605015&nama=Vivi%20Yuniar
fullflow_primary_r2,first_pass,103,F01,integrasi,alur_penuh,2026-08-08T20:58:27.357Z,2026-08-08T20:58:27.454Z,97,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210017,,Olivia Nugroho,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,104,F02,integrasi,alur_penuh,2026-08-08T20:58:27.455Z,2026-08-08T20:58:27.531Z,76,pass,status eligible,eligible,,,20210017,,Olivia Nugroho,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,105,F03,integrasi,alur_penuh,2026-08-08T20:58:27.533Z,2026-08-08T20:58:27.718Z,185,pass,NINA terbit,040410582605016,,,20210017,040410582605016,Olivia Nugroho,17,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,106,F04,kriptografi,alur_penuh,2026-08-08T20:58:27.720Z,2026-08-08T20:58:28.482Z,762,pass,PDF terbentuk,PDF terbentuk,,,20210017,040410582605016,Olivia Nugroho,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-17-1786222708422.pdf
fullflow_primary_r2,first_pass,107,F05,kriptografi,alur_penuh,2026-08-08T20:58:28.484Z,2026-08-08T20:58:36.718Z,8234,pass,CID diperoleh,bafkreihx5tw4trse2kurljbp7xgwzuq4qkzmcoadaz6hderb7fg3w4xiyi,,,20210017,040410582605016,Olivia Nugroho,,bafkreihx5tw4trse2kurljbp7xgwzuq4qkzmcoadaz6hderb7fg3w4xiyi,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,108,F07,smart_contract,alur_penuh,2026-08-08T20:58:36.721Z,2026-08-08T20:58:39.412Z,2691,pass,token terbit,token 1016,,,20210017,040410582605016,Olivia Nugroho,,bafkreihx5tw4trse2kurljbp7xgwzuq4qkzmcoadaz6hderb7fg3w4xiyi,,0xe8aef0b19b3df9d45eef9e5e9c05d58c5b4ccb58a7fda6bff781409a186d00aa,,,1016,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,109,F08,verifikasi,alur_penuh,2026-08-08T20:58:39.413Z,2026-08-08T20:58:40.310Z,897,pass,valid,valid,,,20210017,040410582605016,Olivia Nugroho,,bafkreihx5tw4trse2kurljbp7xgwzuq4qkzmcoadaz6hderb7fg3w4xiyi,,,,,1016,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605016&nama=Olivia%20Nugroho
fullflow_primary_r2,first_pass,110,F01,integrasi,alur_penuh,2026-08-08T20:58:40.327Z,2026-08-08T20:58:40.398Z,71,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210018,,Candra Wahyudin,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,111,F02,integrasi,alur_penuh,2026-08-08T20:58:40.399Z,2026-08-08T20:58:40.468Z,69,pass,status eligible,eligible,,,20210018,,Candra Wahyudin,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,112,F03,integrasi,alur_penuh,2026-08-08T20:58:40.469Z,2026-08-08T20:58:40.647Z,178,pass,NINA terbit,040410582605017,,,20210018,040410582605017,Candra Wahyudin,18,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,113,F04,kriptografi,alur_penuh,2026-08-08T20:58:40.649Z,2026-08-08T20:58:41.349Z,700,pass,PDF terbentuk,PDF terbentuk,,,20210018,040410582605017,Candra Wahyudin,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-18-1786222721297.pdf
fullflow_primary_r2,first_pass,114,F05,kriptografi,alur_penuh,2026-08-08T20:58:41.351Z,2026-08-08T20:58:48.516Z,7165,pass,CID diperoleh,bafkreihhi6e2sl6cd33ducxhh73nyqvlbf53nk47us2suyhc23sbuyw6ri,,,20210018,040410582605017,Candra Wahyudin,,bafkreihhi6e2sl6cd33ducxhh73nyqvlbf53nk47us2suyhc23sbuyw6ri,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,115,F07,smart_contract,alur_penuh,2026-08-08T20:58:48.517Z,2026-08-08T20:58:50.205Z,1688,pass,token terbit,token 1017,,,20210018,040410582605017,Candra Wahyudin,,bafkreihhi6e2sl6cd33ducxhh73nyqvlbf53nk47us2suyhc23sbuyw6ri,,0xcc73a031ccab7d78a0a6595c8aa533eb30aaad0e66b60ba8f8008e9bf4e118dc,,,1017,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,116,F08,verifikasi,alur_penuh,2026-08-08T20:58:50.207Z,2026-08-08T20:58:51.624Z,1417,pass,valid,valid,,,20210018,040410582605017,Candra Wahyudin,,bafkreihhi6e2sl6cd33ducxhh73nyqvlbf53nk47us2suyhc23sbuyw6ri,,,,,1017,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605017&nama=Candra%20Wahyudin
fullflow_primary_r2,first_pass,117,F01,integrasi,alur_penuh,2026-08-08T20:58:51.644Z,2026-08-08T20:58:51.711Z,67,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210019,,Anita Kusumo,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,118,F02,integrasi,alur_penuh,2026-08-08T20:58:51.713Z,2026-08-08T20:58:51.780Z,67,pass,status eligible,eligible,,,20210019,,Anita Kusumo,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,119,F03,integrasi,alur_penuh,2026-08-08T20:58:51.782Z,2026-08-08T20:58:51.947Z,165,pass,NINA terbit,040410582605018,,,20210019,040410582605018,Anita Kusumo,19,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,120,F04,kriptografi,alur_penuh,2026-08-08T20:58:51.949Z,2026-08-08T20:58:52.831Z,882,pass,PDF terbentuk,PDF terbentuk,,,20210019,040410582605018,Anita Kusumo,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-19-1786222732782.pdf
fullflow_primary_r2,first_pass,121,F05,kriptografi,alur_penuh,2026-08-08T20:58:52.833Z,2026-08-08T20:58:59.885Z,7052,pass,CID diperoleh,bafkreihwmi3i6x2ymq4ddwnxwht2fv3kgfjt2i53isqw4wzhwh6eoefz5a,,,20210019,040410582605018,Anita Kusumo,,bafkreihwmi3i6x2ymq4ddwnxwht2fv3kgfjt2i53isqw4wzhwh6eoefz5a,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,122,F07,smart_contract,alur_penuh,2026-08-08T20:58:59.887Z,2026-08-08T20:59:02.186Z,2299,pass,token terbit,token 1018,,,20210019,040410582605018,Anita Kusumo,,bafkreihwmi3i6x2ymq4ddwnxwht2fv3kgfjt2i53isqw4wzhwh6eoefz5a,,0x728bba1d793a26a595758daf247aa8bb7f5d7358a299c3fe8c02f31a7c8d483d,,,1018,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,123,F08,verifikasi,alur_penuh,2026-08-08T20:59:02.188Z,2026-08-08T20:59:03.358Z,1170,pass,valid,valid,,,20210019,040410582605018,Anita Kusumo,,bafkreihwmi3i6x2ymq4ddwnxwht2fv3kgfjt2i53isqw4wzhwh6eoefz5a,,,,,1018,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605018&nama=Anita%20Kusumo
fullflow_primary_r2,first_pass,124,F01,integrasi,alur_penuh,2026-08-08T20:59:03.374Z,2026-08-08T20:59:03.445Z,71,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210020,,Bakiadi Laksita,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,125,F02,integrasi,alur_penuh,2026-08-08T20:59:03.447Z,2026-08-08T20:59:03.517Z,70,pass,status eligible,eligible,,,20210020,,Bakiadi Laksita,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,126,F03,integrasi,alur_penuh,2026-08-08T20:59:03.519Z,2026-08-08T20:59:03.718Z,199,pass,NINA terbit,040410582605019,,,20210020,040410582605019,Bakiadi Laksita,20,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,127,F04,kriptografi,alur_penuh,2026-08-08T20:59:03.720Z,2026-08-08T20:59:04.473Z,753,pass,PDF terbentuk,PDF terbentuk,,,20210020,040410582605019,Bakiadi Laksita,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-20-1786222744421.pdf
fullflow_primary_r2,first_pass,128,F05,kriptografi,alur_penuh,2026-08-08T20:59:04.475Z,2026-08-08T20:59:11.791Z,7316,pass,CID diperoleh,bafkreigqef5o5b4voz5nnbyfhpq7cofoqhhrjodkr4qem6pi7aoin4draa,,,20210020,040410582605019,Bakiadi Laksita,,bafkreigqef5o5b4voz5nnbyfhpq7cofoqhhrjodkr4qem6pi7aoin4draa,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,129,F07,smart_contract,alur_penuh,2026-08-08T20:59:11.795Z,2026-08-08T20:59:14.250Z,2455,pass,token terbit,token 1019,,,20210020,040410582605019,Bakiadi Laksita,,bafkreigqef5o5b4voz5nnbyfhpq7cofoqhhrjodkr4qem6pi7aoin4draa,,0x9fa6ef89d1c206f2ba63e64e9f4ce3db783cfa290f365a082bdeb548bc22ae37,,,1019,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,130,F08,verifikasi,alur_penuh,2026-08-08T20:59:14.252Z,2026-08-08T20:59:15.439Z,1187,pass,valid,valid,,,20210020,040410582605019,Bakiadi Laksita,,bafkreigqef5o5b4voz5nnbyfhpq7cofoqhhrjodkr4qem6pi7aoin4draa,,,,,1019,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605019&nama=Bakiadi%20Laksita
fullflow_primary_r2,first_pass,131,F01,integrasi,alur_penuh,2026-08-08T20:59:15.457Z,2026-08-08T20:59:15.530Z,73,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210021,,Pia Marbun,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,132,F02,integrasi,alur_penuh,2026-08-08T20:59:15.532Z,2026-08-08T20:59:15.605Z,73,pass,status eligible,eligible,,,20210021,,Pia Marbun,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,133,F03,integrasi,alur_penuh,2026-08-08T20:59:15.607Z,2026-08-08T20:59:15.782Z,175,pass,NINA terbit,040410582605020,,,20210021,040410582605020,Pia Marbun,21,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,134,F04,kriptografi,alur_penuh,2026-08-08T20:59:15.784Z,2026-08-08T20:59:16.544Z,760,pass,PDF terbentuk,PDF terbentuk,,,20210021,040410582605020,Pia Marbun,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-21-1786222756498.pdf
fullflow_primary_r2,first_pass,135,F05,kriptografi,alur_penuh,2026-08-08T20:59:16.546Z,2026-08-08T20:59:23.649Z,7103,pass,CID diperoleh,bafkreiailcfm5ayg6iuf6r3pbfsunmsb4jxxcagsk7dri5s4q2pkofe75m,,,20210021,040410582605020,Pia Marbun,,bafkreiailcfm5ayg6iuf6r3pbfsunmsb4jxxcagsk7dri5s4q2pkofe75m,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,136,F07,smart_contract,alur_penuh,2026-08-08T20:59:23.651Z,2026-08-08T20:59:26.307Z,2656,pass,token terbit,token 1020,,,20210021,040410582605020,Pia Marbun,,bafkreiailcfm5ayg6iuf6r3pbfsunmsb4jxxcagsk7dri5s4q2pkofe75m,,0xa2428cda1da900d2962790eaafab34a020e4c0f27108aca5619e406b8ddb77cf,,,1020,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,137,F08,verifikasi,alur_penuh,2026-08-08T20:59:26.309Z,2026-08-08T20:59:27.345Z,1036,pass,valid,valid,,,20210021,040410582605020,Pia Marbun,,bafkreiailcfm5ayg6iuf6r3pbfsunmsb4jxxcagsk7dri5s4q2pkofe75m,,,,,1020,,,,,,,,valid,live,run=alur-penuh-auto29-r2-20260809; sivil=http://localhost:8001/verifikasi?nina=040410582605020&nama=Pia%20Marbun
fullflow_primary_r2,first_pass,138,F01,integrasi,alur_penuh,2026-08-08T20:59:27.362Z,2026-08-08T20:59:27.424Z,62,pass,data masuk PDDikti,terkirim ke PDDikti,,,20210022,,Nasab Saragih,,,,,,,,,,,,,dilaporkan,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,139,F02,integrasi,alur_penuh,2026-08-08T20:59:27.427Z,2026-08-08T20:59:27.490Z,63,pass,status eligible,eligible,,,20210022,,Nasab Saragih,,,,,,,,,,,,,,eligible,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,140,F03,integrasi,alur_penuh,2026-08-08T20:59:27.492Z,2026-08-08T20:59:27.669Z,177,pass,NINA terbit,040410582605021,,,20210022,040410582605021,Nasab Saragih,22,,,,,,,,,,aktif,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,141,F04,kriptografi,alur_penuh,2026-08-08T20:59:27.671Z,2026-08-08T20:59:28.370Z,699,pass,PDF terbentuk,PDF terbentuk,,,20210022,040410582605021,Nasab Saragih,,,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809; pdf=generated-ijazah/ijazah-22-1786222768328.pdf
fullflow_primary_r2,first_pass,142,F05,kriptografi,alur_penuh,2026-08-08T20:59:28.372Z,2026-08-08T20:59:35.253Z,6881,pass,CID diperoleh,bafkreih4pyplquforrbuztod5t6frmaiuyd5lezj3zm5nublspadjf3rde,,,20210022,040410582605021,Nasab Saragih,,bafkreih4pyplquforrbuztod5t6frmaiuyd5lezj3zm5nublspadjf3rde,,,,,,,,,,,,,,,run=alur-penuh-auto29-r2-20260809
fullflow_primary_r2,first_pass,143,F07,smart_contract,alur_penuh,2026-08-08T20:59:35.256Z,2026-08-08T20:59:37.206Z,1950,pass,token terbit,token 1021,,,20210022,040410582605021,Nasab Saragih,,bafkreih4pyplquforrbuztod5t6frmaiuyd5lezj3zm5nublspadjf3rde,,0x7904d0fa2c7889c0ff29a72ea5c4c1a029d4860e2112fffb6f95d5fcb06ed8e5,,,1021,,,,,aktif,,,,,run=alur-penuh-auto29-r2-20260809
